Number,Source.Url,Country,Region,Class,Project.Approval.Date,Project.Location,Project.Description,Goal.Project.Number,Objectives,Goal.Contribution,Fap.Contribution,Ma.Contribution,Other.Contribution,TotalBudget,Total.Paid,Fifa.points.2015,Fifa.rank.2015,Fifa.points.2000,Fifa.rank.2000,diff_rank,diff_points,id,Project.Approval.Year
p376,http://www.fifa.com/associations/association=mex/development-activities/goal/index.html,Mexico,LATIN AMER. & CARIB,Technical centre,26.10.2010,Mexico City,"Completion of the work initiated under Goal project I and upgrading of the technical centre. The project includes: a hotel, women’s changing rooms and men’s changing rooms",2,The objectives of this project are;-to enhance the capacity of the CAR facilities;-to enable the association to use the technical centre for the training of its various football teams,400000,0,0,0,400000,400000,912,21,700,11,-10,-212,MEX,2010
p377,http://www.fifa.com/associations/association=mex/development-activities/goal/index.html,Mexico,LATIN AMER. & CARIB,Technical centre,15.03.2006,Puebla,Construction of 4 regional technical centres,1,The objectives of this project are;-to provide suitable infrastructure for the development of national youth teams (men and women);-to host professional teams from the 2nd division,400000,0,0,0,1330000,400000,912,21,700,11,-10,-212,MEX,2006
p378,http://www.fifa.com/associations/association=mkd/development-activities/goal/index.html,FYR Macedonia,EASTERN EUROPE,Headquarters,19.03.2014,Skopje,Completion of the headquarters of the Football Federation of FYR Macedonia,3,Provide new headquarters and administrative offices for the Football Federation of FYR Macedonia.,500000,0,0,0,500000,NA,320,104,456,82,-22,136,MKD,2014
p379,http://www.fifa.com/associations/association=mkd/development-activities/goal/index.html,FYR Macedonia,EASTERN EUROPE,Football pitch,28.02.2011,Skopje,Installation of two artificial turf pitches at the technical centre,2,The objective of this project is;- to improve the quality standards for national and clubs teams,500000,0,0,0,500000,500000,320,104,456,82,-22,136,MKD,2011
p380,http://www.fifa.com/associations/association=mkd/development-activities/goal/index.html,FYR Macedonia,EASTERN EUROPE,Technical centre,15.10.2002,Strumica,"Upgrade of the national technical centre. The project includes: training pitches, floodlights, dressing rooms and a conference room",1,The objective of this project are;- to help the association to optimise the use of its technical centre;- to make football attractive to young people,400000,0,0,0,400000,400000,320,104,456,82,-22,136,MKD,2002
p381,http://www.fifa.com/associations/association=mli/development-activities/goal/index.html,Mali,SUB-SAHARAN AFRICA,Football pitch,19.03.2014,Timbuktu,Installation of a football turf pitch in Timbuktu.,4,"Install an artificial turf in Timbuktu (northern Mali), with the following objectives;1) Improve the quality of the football pitches for professional football.;2) Allow first and second division matches to take place on adequate surfaces, even in outlying regions.;3) Reduce costs (water and maintenance).;4) Decentralise football development.;5) Expand grassroots and football activities in the whole country.;6) Contribute, through football, to the peace process and bring unity to a country that was shaken by conflict and internal violence.",500000,0,0,0,500000,NA,613,53,435,93,40,-178,MLI,2014
p382,http://www.fifa.com/associations/association=mli/development-activities/goal/index.html,Mali,SUB-SAHARAN AFRICA,Technical centre,01.12.2009,Koulikoro,Completion of the national technical centre,3,The objective of this project is;- to consolidate training and education activities,400000,0,0,4382,400000,380385,613,53,435,93,40,-178,MLI,2009
p383,http://www.fifa.com/associations/association=mli/development-activities/goal/index.html,Mali,SUB-SAHARAN AFRICA,Technical centre,17.02.2005,Koulikoro,Construction of a technical centre,2,"The objective of this project is;- to organise courses, seminars and activities for the development of youth and women’s football",400000,0,0,323535,400000,723535,613,53,435,93,40,-178,MLI,2005
p384,http://www.fifa.com/associations/association=mli/development-activities/goal/index.html,Mali,SUB-SAHARAN AFRICA,Headquarters,01.12.2000,Bamako,Construction of the association’s headquarters,1,The objective of this project is;- to deliver headquarters and administrative offices befitting a football association,400000,126699,0,0,526699,526699,613,53,435,93,40,-178,MLI,2000
p385,http://www.fifa.com/associations/association=mlt/development-activities/goal/index.html,Malta,WESTERN EUROPE,Other,18.03.2013,"Ta' Qali, Malta","Furnishing of 3rd floor of Millenium Stand (Nat. Stadium);incorporating football museum, catering facilities for daily visitors to museum and match day corporate hospitality",4,ï Turn existing available spaces into football promotion opportunities in order to increase the quality of service provided and marketing possibilities for non-match days;ï Incorporate a museum in the stadium,500000,0,250000,0,750000,NA,164,149,316,121,-28,152,MLT,2013
p386,http://www.fifa.com/associations/association=mlt/development-activities/goal/index.html,Malta,WESTERN EUROPE,Headquarters,22.10.2008,Ta’Qali,Purchase of equipment for the Headquarters / National Stadium upgrade.,3,The objective of this project is;- to enable the association to use the technical centre for the training of youth teams,400000,0,0,0,400000,400000,164,149,316,121,-28,152,MLT,2008
p387,http://www.fifa.com/associations/association=mlt/development-activities/goal/index.html,Malta,WESTERN EUROPE,Headquarters,15.03.2006,Ta’Qali,Construction of new headquarters in Ta’Qali,2,The objective of this project is;- to deliver new headquarters and administrative offices befitting a football association,400000,0,0,0,400000,400000,164,149,316,121,-28,152,MLT,2006
p388,http://www.fifa.com/associations/association=mlt/development-activities/goal/index.html,Malta,WESTERN EUROPE,Other,16.03.2006,Ta’Qali,Renovation of spectators’ stands in the national stadium in Ta’Qali.,1,The objective of this project is;- to guarantee modern and safe infrastructure,400000,0,0,0,400000,400000,164,149,316,121,-28,152,MLT,2006
p389,http://www.fifa.com/associations/association=mne/development-activities/goal/index.html,Montenegro,EASTERN EUROPE,Headquarters,19.03.2014,Podgorica,"FA of Montenegro will construct a House of Football within the current Technical Centre. The building will include offices, storage rooms, warehouse, press office & conference rooms and will interlink with the existing Technical Centre.",3,ï Allow for more efficient administration work.;ï Concentrate activities in one place ñ link technical and administrative duties.,500000,0,0,0,500000,NA,537,65,NA,NA,65,537,MNE,2014
p390,http://www.fifa.com/associations/association=mne/development-activities/goal/index.html,Montenegro,EASTERN EUROPE,Technical centre,04.02.2008,Podgorica,Constructions work to complete the FSCG technical centre,2,The objective of this project is;- to enable the association to use the technical centre for the training of its teams,400000,0,0,0,400000,400000,537,65,NA,NA,65,537,MNE,2008
p391,http://www.fifa.com/associations/association=mne/development-activities/goal/index.html,Montenegro,EASTERN EUROPE,Headquarters,21.03.2007,Podgorica,Renovation of the headquarters building in the national stadium. The project includes: the purchase of office equipment,1,The objective of this project is;- to deliver headquarters and administrative offices befitting a football association,400000,0,0,0,400000,NA,537,65,NA,NA,65,537,MNE,2007
p392,http://www.fifa.com/associations/association=mng/development-activities/goal/index.html,Mongolia,ASIA (EX. NEAR EAST),Technical centre,18.10.2011,Ulaanbaatar,"Completion of the previous projects carried out by the association and FIFA. The project includes: construction of spectator stands, dormitories, artificial turf, conference rooms and an indoor futsal hall",5,The objectives of this project are: -to maximise usage of the facility throughout the year and under all weather conditions;-to support the training and education of youth football teams;-to organise courses,500000,0,0,0,500000,451550,29,194,33,197,3,4,MNG,2011
p393,http://www.fifa.com/associations/association=mng/development-activities/goal/index.html,Mongolia,ASIA (EX. NEAR EAST),Other,01.12.2009,Ulaanbaatar,"Completion of the previous project carried out by the association and FIFA. The project includes: construction of an indoor futsal hall with one full-sized futsal pitch, changing rooms and a gymnasium",4,The objectives of this project are;-to provide adequate football facilities for the training of national players;-to maximise usage of the facility throughout the year and under all weather conditions,400000,0,0,0,400000,400000,29,194,33,197,3,4,MNG,2009
p394,http://www.fifa.com/associations/association=mng/development-activities/goal/index.html,Mongolia,ASIA (EX. NEAR EAST),Other,21.03.2007,Ulaanbaatar,"Construction of an indoor futsal hall at the technical centre. The project includes: a full-size futsal pitch, changing rooms, a gymnasium",3,The objective of this project is;-to allow national football players to train under all weather conditions,400000,0,0,0,1000000,400000,29,194,33,197,3,4,MNG,2007
p395,http://www.fifa.com/associations/association=mng/development-activities/goal/index.html,Mongolia,ASIA (EX. NEAR EAST),Headquarters,22.09.2004,Ulaanbaatar,"Construction of the association’s headquarters. The project includes: seats on the terrace by the artificial turf pitch, dressing rooms, officials’ meeting rooms",2,The objectives of this project are;-to establish a mini-stadium for local and international competitions;-to organise educational programmes,400000,0,0,0,400000,400000,29,194,33,197,3,4,MNG,2004
